evidence_id,task_id,subtask_id,tool,evidence_kind,tool_call_id,source_url,query,quality,created_at,snippet,context_text,facets,artifact_sha256,artifact_size_bytes,artifact_workspace_relpath
EV-4E0EFDA965,cowork-76b6d66e,research-regulatory-compliance,web_search,discovery,web_search:4,,Common Core State Standards K-12 alignment educational technology curriculum requirements,0.5,2026-03-13T16:24:21.022119,No results found.,"Common Core State Standards K-12 alignment educational technology curriculum requirements {""query"": ""Common Core State Standards K-12 alignment educational technology curriculum requirements"", ""max_results"": 10} No results found.","{""max_results"": ""10""}",,0,
EV-5EE6969F0C,cowork-76b6d66e,research-regulatory-compliance,web_search,discovery,web_search:5,,Next Generation Science Standards NGSS EdTech alignment digital curriculum requirements,0.5,2026-03-13T16:24:21.655551,No results found.,"Next Generation Science Standards NGSS EdTech alignment digital curriculum requirements {""query"": ""Next Generation Science Standards NGSS EdTech alignment digital curriculum requirements"", ""max_results"": 10} No results found.","{""max_results"": ""10""}",,0,
EV-6C157D4B14,cowork-76b6d66e,research-regulatory-compliance,web_search,discovery,web_search:6,,Student Online Personal Information Protection Act SOPIPA California EdTech law,0.5,2026-03-13T16:24:22.312906,No results found.,"Student Online Personal Information Protection Act SOPIPA California EdTech law {""query"": ""Student Online Personal Information Protection Act SOPIPA California EdTech law"", ""max_results"": 10} No results found.","{""max_results"": ""10""}",,0,
EV-5AACA4FE62,cowork-76b6d66e,research-regulatory-compliance,web_fetch,source,web_fetch:7,https://mrccedtech.com/edtech-compliance-checklist-ferpa-coppa-and-student-data-privacy/,,0.8,2026-03-13T16:24:23.037563,"EdTech Compliance Checklist: FERPA, COPPA & Student Data Privacy for K–12 Title II Mandates: WCAG 2.1 AA Compliance Deadlines Are Approaching | Ensure Your Content Is Accessible & Adoption-Ready | Connect with Our Experts Today Content Accessibility Assessments Interactive Conten...","https://mrccedtech.com/edtech-compliance-checklist-ferpa-coppa-and-student-data-privacy/ {""url"": ""https://mrccedtech.com/edtech-compliance-checklist-ferpa-coppa-and-student-data-privacy/""} EdTech Compliance Checklist: FERPA, COPPA & Student Data Privacy for K–12 Title II Mandates: WCAG 2.1 AA Compliance Deadlines Are Approaching | Ensure Your Content Is Accessible & Adoption-Ready | Connect with Our Experts Today Content Accessibility Assessments Interactive Conten...","{""context"": ""https://mrccedtech.com/edtech-compliance-checklist-ferpa-coppa-and-student-data-privacy/ {\""url\"": \""https://mrccedtech.com""}",,0,
EV-5878B414B5,cowork-76b6d66e,research-regulatory-compliance,web_fetch,source,web_fetch:8,https://www.ada.gov/resources/2024-03-08-web-rule/,,0.8,2026-03-13T16:24:30.403161,Fact Sheet: New Rule on the Accessibility of Web Content and Mobile Apps Provided by State and Local Governments | ADA.gov Skip to page navigation Skip to main content An official website of the United States government Here’s how you know Here’s how you know Official websites us...,"https://www.ada.gov/resources/2024-03-08-web-rule/ {""url"": ""https://www.ada.gov/resources/2024-03-08-web-rule/""} Fact Sheet: New Rule on the Accessibility of Web Content and Mobile Apps Provided by State and Local Governments | ADA.gov Skip to page navigation Skip to main content An official website of the United States government Here’s how you know Here’s how you know Official websites us...","{""context"": ""https://www.ada.gov/resources/2024-03-08-web-rule/ {\""url\"": \""https://www.ada.gov/resources/2024-03-08-web-rule/\""} Fact Sh""}",,0,
EV-D52DDB9E72,cowork-76b6d66e,research-regulatory-compliance,web_search,discovery,web_search:9,,"""Common Core State Standards"" curriculum alignment prerequisites learning progression",0.5,2026-03-13T16:24:31.014211,No results found.,"""Common Core State Standards"" curriculum alignment prerequisites learning progression {""query"": ""\""Common Core State Standards\"" curriculum alignment prerequisites learning progression"", ""max_results"": 10} No results found.","{""max_results"": ""10""}",,0,
EV-D011F03E25,cowork-76b6d66e,research-regulatory-compliance,web_search,discovery,web_search:10,,"""Next Generation Science Standards"" NGSS learning progression storyline curriculum",0.5,2026-03-13T16:24:31.635779,No results found.,"""Next Generation Science Standards"" NGSS learning progression storyline curriculum {""query"": ""\""Next Generation Science Standards\"" NGSS learning progression storyline curriculum"", ""max_results"": 10} No results found.","{""max_results"": ""10""}",,0,
EV-B12DE37B71,cowork-76b6d66e,research-regulatory-compliance,web_search,discovery,web_search:11,,state student data privacy laws list SOPIPA Connecticut Colorado New York 2024,0.5,2026-03-13T16:24:32.258589,No results found.,"state student data privacy laws list SOPIPA Connecticut Colorado New York 2024 {""query"": ""state student data privacy laws list SOPIPA Connecticut Colorado New York 2024"", ""max_results"": 10} No results found.","{""max_results"": ""10""}",,0,
EV-6FDD623483,cowork-76b6d66e,research-regulatory-compliance,web_fetch,source,web_fetch:13,https://studentprivacy.ed.gov/sites/default/files/resource_document/file/Vendor%20FAQ.pdf,,0.8,2026-03-13T16:24:47.576030,"[Fetched PDF artifact: af_08350bbbf92e4597.pdf, 248,808 bytes, 5 pages] --- Page 1 --- Responsibilities of Third-­‐Party Service Providers under FERPA About PTAC The U.S. Department of Education established the Privacy Technical Assistance Center (PTAC) as a “one -stop” resource...","https://studentprivacy.ed.gov/sites/default/files/resource_document/file/Vendor%20FAQ.pdf {""url"": ""https://studentprivacy.ed.gov/sites/default/files/resource_document/file/Vendor%20FAQ.pdf""} [Fetched PDF artifact: af_08350bbbf92e4597.pdf, 248,808 bytes, 5 pages] --- Page 1 --- Responsibilities of Third-­‐Party Service Providers under FERPA About PTAC The U.S. Department of Education established the Privacy Technical Assistance Center (PTAC) as a “one -stop” resource...","{""context"": ""https://studentprivacy.ed.gov/sites/default/files/resource_document/file/Vendor%20FAQ.pdf {\""url\"": \""https://studentprivac""}",,0,
EV-6021ACDB3D,cowork-76b6d66e,research-regulatory-compliance,web_search,discovery,web_search:14,,FERPA school official legitimate educational interest third party contractor requirements,0.5,2026-03-13T16:24:48.173563,No results found.,"FERPA school official legitimate educational interest third party contractor requirements {""query"": ""FERPA school official legitimate educational interest third party contractor requirements"", ""max_results"": 10} No results found.","{""max_results"": ""10""}",,0,
EV-04D3BC0918,cowork-76b6d66e,research-regulatory-compliance,web_search,discovery,web_search:15,,Common Core State Standards math ELA domains clusters learning progression map,0.5,2026-03-13T16:24:48.872084,No results found.,"Common Core State Standards math ELA domains clusters learning progression map {""query"": ""Common Core State Standards math ELA domains clusters learning progression map"", ""max_results"": 10} No results found.","{""max_results"": ""10""}",,0,
EV-D73423FB5C,cowork-76b6d66e,research-regulatory-compliance,web_search,discovery,web_search:17,,California SOPIPA Colorado Connecticut student data privacy laws EdTech requirements,0.5,2026-03-13T16:24:56.912865,No results found.,"California SOPIPA Colorado Connecticut student data privacy laws EdTech requirements {""query"": ""California SOPIPA Colorado Connecticut student data privacy laws EdTech requirements"", ""max_results"": 10} No results found.","{""max_results"": ""10""}",,0,
EV-2A4028D7A7,cowork-76b6d66e,research-regulatory-compliance,web_search,discovery,web_search:18,,Common Core State Standards domains grade level learning progressions mathematics ELA,0.5,2026-03-13T16:24:57.564937,No results found.,"Common Core State Standards domains grade level learning progressions mathematics ELA {""query"": ""Common Core State Standards domains grade level learning progressions mathematics ELA"", ""max_results"": 10} No results found.","{""max_results"": ""10""}",,0,
EV-477184008E,cowork-76b6d66e,research-regulatory-compliance,web_search,discovery,web_search:19,,NGSS Next Generation Science Standards disciplinary core ideas crosscutting concepts K-12,0.5,2026-03-13T16:24:58.203424,No results found.,"NGSS Next Generation Science Standards disciplinary core ideas crosscutting concepts K-12 {""query"": ""NGSS Next Generation Science Standards disciplinary core ideas crosscutting concepts K-12"", ""max_results"": 10} No results found.","{""max_results"": ""10""}",,0,
